device_id,total_txn,fraud_txn,fraud_rate,device_type,device_info
mobile-SM-J200M Build/LMY47X,4,0,0.0,mobile,SM-J200M Build/LMY47X
mobile-SM-J250M Build/NMF26X,1,0,0.0,mobile,SM-J250M Build/NMF26X
mobile-SM-J320FN Build/LMY47V,1,0,0.0,mobile,SM-J320FN Build/LMY47V
mobile-SM-J320H,1,0,0.0,mobile,SM-J320H
mobile-SM-J320M Build/LMY47V,27,11,0.407407,mobile,SM-J320M Build/LMY47V
mobile-SM-J320P Build/LMY47X,1,0,0.0,mobile,SM-J320P Build/LMY47X
mobile-SM-J327P Build/MMB29M,9,1,0.111111,mobile,SM-J327P Build/MMB29M
mobile-SM-J327T1 Build/NRD90M,5,1,0.2,mobile,SM-J327T1 Build/NRD90M
mobile-SM-J327V Build/NRD90M,1,0,0.0,mobile,SM-J327V Build/NRD90M
mobile-SM-J500FN,1,0,0.0,mobile,SM-J500FN
mobile-SM-J500FN Build/MMB29M,2,0,0.0,mobile,SM-J500FN Build/MMB29M
mobile-SM-J500H,1,0,0.0,mobile,SM-J500H
mobile-SM-J500M Build/LMY48B,15,5,0.333333,mobile,SM-J500M Build/LMY48B
mobile-SM-J500M Build/MMB29M,5,1,0.2,mobile,SM-J500M Build/MMB29M
mobile-SM-J510MN Build/MMB29M,29,4,0.137931,mobile,SM-J510MN Build/MMB29M
mobile-SM-J530F Build/NRD90M,2,0,0.0,mobile,SM-J530F Build/NRD90M
mobile-SM-J530G,1,0,0.0,mobile,SM-J530G
mobile-SM-J530GM Build/NRD90M,4,0,0.0,mobile,SM-J530GM Build/NRD90M
mobile-SM-J700H Build/MMB29K,2,0,0.0,mobile,SM-J700H Build/MMB29K
mobile-SM-J700M Build/LMY48B,14,2,0.142857,mobile,SM-J700M Build/LMY48B
mobile-SM-J700M Build/MMB29K,113,15,0.132743,mobile,SM-J700M Build/MMB29K
mobile-SM-J700P,1,0,0.0,mobile,SM-J700P
mobile-SM-J700T Build/MMB29K,2,2,1.0,mobile,SM-J700T Build/MMB29K
mobile-SM-J700T Build/NMF26X,3,0,0.0,mobile,SM-J700T Build/NMF26X
mobile-SM-J700T1 Build/NMF26X,1,0,0.0,mobile,SM-J700T1 Build/NMF26X
mobile-SM-J701M Build/NRD90M,34,4,0.117647,mobile,SM-J701M Build/NRD90M
mobile-SM-J7108,1,0,0.0,mobile,SM-J7108
mobile-SM-J710MN Build/MMB29K,20,0,0.0,mobile,SM-J710MN Build/MMB29K
mobile-SM-J710MN Build/NRD90M,2,0,0.0,mobile,SM-J710MN Build/NRD90M
mobile-SM-J727T Build/NRD90M,2,0,0.0,mobile,SM-J727T Build/NRD90M
mobile-SM-J727T1 Build/NRD90M,2,0,0.0,mobile,SM-J727T1 Build/NRD90M
mobile-SM-J727U Build/NRD90M,1,0,0.0,mobile,SM-J727U Build/NRD90M
mobile-SM-J727V Build/NRD90M,3,0,0.0,mobile,SM-J727V Build/NRD90M
mobile-SM-J727VPP Build/NRD90M,2,0,0.0,mobile,SM-J727VPP Build/NRD90M
mobile-SM-J730F,1,0,0.0,mobile,SM-J730F
mobile-SM-J730GM Build/NRD90M,45,4,0.088889,mobile,SM-J730GM Build/NRD90M
mobile-SM-N900P Build/LRX21V,1,0,0.0,mobile,SM-N900P Build/LRX21V
mobile-SM-N900T,1,0,0.0,mobile,SM-N900T
mobile-SM-N900T Build/LRX21V,1,1,1.0,mobile,SM-N900T Build/LRX21V
mobile-SM-N900V Build/LRX21V,1,0,0.0,mobile,SM-N900V Build/LRX21V
mobile-SM-N900W8 Build/LRX21V,2,0,0.0,mobile,SM-N900W8 Build/LRX21V
mobile-SM-N910C Build/MMB29K,1,0,0.0,mobile,SM-N910C Build/MMB29K
mobile-SM-N910H,1,0,0.0,mobile,SM-N910H
mobile-SM-N910T Build/MMB29M,4,0,0.0,mobile,SM-N910T Build/MMB29M
mobile-SM-N910V Build/MMB29M,4,0,0.0,mobile,SM-N910V Build/MMB29M
mobile-SM-N920A Build/MMB29K,4,4,1.0,mobile,SM-N920A Build/MMB29K
mobile-SM-N920G Build/NRD90M,3,0,0.0,mobile,SM-N920G Build/NRD90M
mobile-SM-N920P Build/NRD90M,5,0,0.0,mobile,SM-N920P Build/NRD90M
mobile-SM-N920T Build/NRD90M,6,0,0.0,mobile,SM-N920T Build/NRD90M
mobile-SM-N920V,1,0,0.0,mobile,SM-N920V
mobile-SM-N920V Build/NRD90M,13,3,0.230769,mobile,SM-N920V Build/NRD90M
mobile-SM-N950F Build/NMF26X,11,1,0.090909,mobile,SM-N950F Build/NMF26X
mobile-SM-N950F Build/R16NW,1,0,0.0,mobile,SM-N950F Build/R16NW
mobile-SM-N950U Build/NMF26X,40,1,0.025,mobile,SM-N950U Build/NMF26X
mobile-SM-N950U Build/R16NW,9,0,0.0,mobile,SM-N950U Build/R16NW
mobile-SM-P350 Build/MMB29M,2,0,0.0,mobile,SM-P350 Build/MMB29M
mobile-SM-P355M Build/MMB29M,4,0,0.0,mobile,SM-P355M Build/MMB29M
mobile-SM-P550 Build/MMB29M,1,0,0.0,mobile,SM-P550 Build/MMB29M
mobile-SM-P580 Build/NRD90M,3,0,0.0,mobile,SM-P580 Build/NRD90M
mobile-SM-P607T,1,0,0.0,mobile,SM-P607T
mobile-SM-S320VL,1,0,0.0,mobile,SM-S320VL
mobile-SM-S727VL Build/MMB29M,4,2,0.5,mobile,SM-S727VL Build/MMB29M
mobile-SM-S820L,1,0,0.0,mobile,SM-S820L
mobile-SM-S903VL,1,0,0.0,mobile,SM-S903VL
mobile-SM-S906L,1,0,0.0,mobile,SM-S906L
mobile-SM-S907VL,1,0,0.0,mobile,SM-S907VL
mobile-SM-S975L,1,0,0.0,mobile,SM-S975L
mobile-SM-T110 Build/JDQ39,3,0,0.0,mobile,SM-T110 Build/JDQ39
mobile-SM-T113 Build/KTU84P,3,0,0.0,mobile,SM-T113 Build/KTU84P
mobile-SM-T113NU Build/KTU84P,4,2,0.5,mobile,SM-T113NU Build/KTU84P
mobile-SM-T230 Build/KOT49H,1,0,0.0,mobile,SM-T230 Build/KOT49H
mobile-SM-T230NU Build/KOT49H,1,0,0.0,mobile,SM-T230NU Build/KOT49H
mobile-SM-T280 Build/LMY47V,3,0,0.0,mobile,SM-T280 Build/LMY47V
mobile-SM-T285M,1,1,1.0,mobile,SM-T285M
mobile-SM-T310 Build/KOT49H,2,0,0.0,mobile,SM-T310 Build/KOT49H
mobile-SM-T330NU Build/LMY47X,2,0,0.0,mobile,SM-T330NU Build/LMY47X
mobile-SM-T337V,1,0,0.0,mobile,SM-T337V
mobile-SM-T350 Build/MMB29M,2,0,0.0,mobile,SM-T350 Build/MMB29M
mobile-SM-T350 Build/NMF26X,5,0,0.0,mobile,SM-T350 Build/NMF26X
mobile-SM-T377V,1,0,0.0,mobile,SM-T377V
mobile-SM-T377V Build/NMF26X,4,0,0.0,mobile,SM-T377V Build/NMF26X
mobile-SM-T377W,1,0,0.0,mobile,SM-T377W
mobile-SM-T520,1,0,0.0,mobile,SM-T520
mobile-SM-T530,1,1,1.0,mobile,SM-T530
mobile-SM-T530NU Build/LRX22G,6,0,0.0,mobile,SM-T530NU Build/LRX22G
mobile-SM-T550,2,0,0.0,mobile,SM-T550
mobile-SM-T550 Build/NMF26X,5,1,0.2,mobile,SM-T550 Build/NMF26X
mobile-SM-T560 Build/KTU84P,5,1,0.2,mobile,SM-T560 Build/KTU84P
mobile-SM-T560NU Build/MMB29M,1,0,0.0,mobile,SM-T560NU Build/MMB29M
mobile-SM-T560NU Build/NMF26X,3,0,0.0,mobile,SM-T560NU Build/NMF26X
mobile-SM-T580 Build/NRD90M,5,0,0.0,mobile,SM-T580 Build/NRD90M
mobile-SM-T670,1,0,0.0,mobile,SM-T670
mobile-SM-T700 Build/MMB29K,2,0,0.0,mobile,SM-T700 Build/MMB29K
mobile-SM-T710 Build/NRD90M,8,0,0.0,mobile,SM-T710 Build/NRD90M
mobile-SM-T713 Build/NRD90M,3,0,0.0,mobile,SM-T713 Build/NRD90M
mobile-SM-T800 Build/MMB29K,3,0,0.0,mobile,SM-T800 Build/MMB29K
mobile-SM-T807T,1,0,0.0,mobile,SM-T807T
mobile-SM-T807V,2,0,0.0,mobile,SM-T807V
mobile-SM-T810 Build/NRD90M,3,0,0.0,mobile,SM-T810 Build/NRD90M
mobile-SM-T813 Build/NRD90M,4,0,0.0,mobile,SM-T813 Build/NRD90M
mobile-SM-T817V Build/NRD90M,1,0,0.0,mobile,SM-T817V Build/NRD90M
mobile-SM-T818V,1,0,0.0,mobile,SM-T818V
mobile-SM-T820 Build/NRD90M,4,0,0.0,mobile,SM-T820 Build/NRD90M
mobile-SM-T825 Build/NRD90M,1,0,0.0,mobile,SM-T825 Build/NRD90M
mobile-SM-T827R4,1,0,0.0,mobile,SM-T827R4
mobile-SM-T827V Build/NRD90M,3,0,0.0,mobile,SM-T827V Build/NRD90M
mobile-SOV33 Build/35.0.D.2.25,2,0,0.0,mobile,SOV33 Build/35.0.D.2.25
mobile-SP7731G,1,0,0.0,mobile,SP7731G
mobile-STF-L09 Build/HUAWEISTF-L09,4,0,0.0,mobile,STF-L09 Build/HUAWEISTF-L09
mobile-STV100-1,1,0,0.0,mobile,STV100-1
mobile-STV100-4 Build/LMY47V,2,0,0.0,mobile,STV100-4 Build/LMY47V
mobile-Studio,1,0,0.0,mobile,Studio
mobile-T1,2,0,0.0,mobile,T1
mobile-TA-1025 Build/NMF26F,2,0,0.0,mobile,TA-1025 Build/NMF26F
mobile-TA-1027 Build/N2G47H,2,0,0.0,mobile,TA-1027 Build/N2G47H
mobile-TA-1027 Build/OPR1.170623.026,1,0,0.0,mobile,TA-1027 Build/OPR1.170623.026
mobile-TA-1028 Build/NMF26O,1,0,0.0,mobile,TA-1028 Build/NMF26O
mobile-TA-1038 Build/NMF26O,6,3,0.5,mobile,TA-1038 Build/NMF26O
mobile-TA-1038 Build/O00623,1,0,0.0,mobile,TA-1038 Build/O00623
mobile-TA-1039 Build/N2G47H,4,4,1.0,mobile,TA-1039 Build/N2G47H
mobile-TA-1039 Build/NMF26F,9,7,0.777778,mobile,TA-1039 Build/NMF26F
mobile-TA-1052,1,0,0.0,mobile,TA-1052
mobile-TR10CS1 Build/JDQ39,2,2,1.0,mobile,TR10CS1 Build/JDQ39
mobile-TREKKER-X3 Build/MMB29M,1,0,0.0,mobile,TREKKER-X3 Build/MMB29M
mobile-TRT-L53 Build/HUAWEITRT-L53,18,1,0.055556,mobile,TRT-L53 Build/HUAWEITRT-L53
mobile-Tab2A7-10F,1,0,0.0,mobile,Tab2A7-10F
mobile-Tmovi Build/Vision,2,0,0.0,mobile,Tmovi Build/Vision
mobile-Tornado,1,0,0.0,mobile,Tornado
mobile-Trident/7.0,3,0,0.0,mobile,Trident/7.0
mobile-UL40,1,0,0.0,mobile,UL40
mobile-V502015,1,0,0.0,mobile,V502015
mobile-VK810,1,0,0.0,mobile,VK810
mobile-VKY-L09 Build/HUAWEIVKY-L09,2,0,0.0,mobile,VKY-L09 Build/HUAWEIVKY-L09
mobile-VS425,4,0,0.0,mobile,VS425
mobile-VS425PP Build/LMY47V,4,4,1.0,mobile,VS425PP Build/LMY47V
mobile-VS501 Build/NRD90U,1,0,0.0,mobile,VS501 Build/NRD90U
mobile-VS5012 Build/NRD90M,8,8,1.0,mobile,VS5012 Build/NRD90M
mobile-VS980 4G Build/LRX22G,2,0,0.0,mobile,VS980 4G Build/LRX22G
mobile-VS986 Build/MRA58K,2,0,0.0,mobile,VS986 Build/MRA58K
mobile-VS987 Build/NRD90U,4,0,0.0,mobile,VS987 Build/NRD90U
mobile-VS988 Build/NRD90U,9,0,0.0,mobile,VS988 Build/NRD90U
mobile-VS990 Build/MRA58K,2,0,0.0,mobile,VS990 Build/MRA58K
mobile-VS995 Build/NRD90M,5,0,0.0,mobile,VS995 Build/NRD90M
mobile-VS996,1,0,0.0,mobile,VS996
mobile-VTR-AL00 Build/HUAWEIVTR-AL00,3,0,0.0,mobile,VTR-AL00 Build/HUAWEIVTR-AL00
mobile-VTR-L09 Build/HUAWEIVTR-L09,1,0,0.0,mobile,VTR-L09 Build/HUAWEIVTR-L09
mobile-Venue,1,0,0.0,mobile,Venue
mobile-Vivo,2,0,0.0,mobile,Vivo
mobile-WAS-LX1A Build/HUAWEIWAS-LX1A,5,0,0.0,mobile,WAS-LX1A Build/HUAWEIWAS-LX1A
mobile-WAS-LX3 Build/HUAWEIWAS-LX3,22,6,0.272727,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
mobile-WAS-TL10 Build/HUAWEIWAS-TL10,1,0,0.0,mobile,WAS-TL10 Build/HUAWEIWAS-TL10
mobile-X78,1,0,0.0,mobile,X78
mobile-XT1008 Build/LPBS23.13-56-2,1,0,0.0,mobile,XT1008 Build/LPBS23.13-56-2
mobile-XT1021,2,2,1.0,mobile,XT1021
mobile-XT1021 Build/KXC21.5-40,4,0,0.0,mobile,XT1021 Build/KXC21.5-40
mobile-XT1030 Build/SU6-7.7,1,0,0.0,mobile,XT1030 Build/SU6-7.7
mobile-XT1031,1,0,0.0,mobile,XT1031
mobile-XT1032 Build/KXB20.9-1.10-1.24-1.1,1,0,0.0,mobile,XT1032 Build/KXB20.9-1.10-1.24-1.1
mobile-XT1032 Build/KXB21.14-L1.40,1,0,0.0,mobile,XT1032 Build/KXB21.14-L1.40
mobile-XT1032 Build/LPBS23.13-56-2,8,1,0.125,mobile,XT1032 Build/LPBS23.13-56-2
mobile-XT1032 Build/LPBS23.13-57-2,1,0,0.0,mobile,XT1032 Build/LPBS23.13-57-2
mobile-XT1053 Build/LPAS23.12-21.7-1,2,0,0.0,mobile,XT1053 Build/LPAS23.12-21.7-1
mobile-XT1058,1,0,0.0,mobile,XT1058
mobile-XT1058 Build/LPAS23.12-21.7-1,1,0,0.0,mobile,XT1058 Build/LPAS23.12-21.7-1
mobile-XT1060,1,0,0.0,mobile,XT1060
mobile-XT1063 Build/MPB24.65-34,1,0,0.0,mobile,XT1063 Build/MPB24.65-34
mobile-XT1064,1,0,0.0,mobile,XT1064
mobile-XT1064 Build/MPB24.65-34-3,4,0,0.0,mobile,XT1064 Build/MPB24.65-34-3
mobile-XT1095,1,0,0.0,mobile,XT1095
mobile-XT1097,1,0,0.0,mobile,XT1097
mobile-XT1254 Build/MCG24.251-5-5,2,0,0.0,mobile,XT1254 Build/MCG24.251-5-5
mobile-XT1563,2,0,0.0,mobile,XT1563
mobile-XT1563 Build/MPD24.107-52,3,1,0.333333,mobile,XT1563 Build/MPD24.107-52
mobile-XT1563 Build/MPDS24.107-52-5,2,0,0.0,mobile,XT1563 Build/MPDS24.107-52-5
mobile-XT1565,1,0,0.0,mobile,XT1565
mobile-XT1572 Build/NPHS25.200-15-8,3,0,0.0,mobile,XT1572 Build/NPHS25.200-15-8
mobile-XT1580,1,0,0.0,mobile,XT1580
mobile-XT1585 Build/NCK25.118-10.5,8,0,0.0,mobile,XT1585 Build/NCK25.118-10.5
mobile-XT1609 Build/NPIS26.48-38-3,1,0,0.0,mobile,XT1609 Build/NPIS26.48-38-3
mobile-XT1635-01,2,0,0.0,mobile,XT1635-01
mobile-XT1635-01 Build/NDNS26.118-23-12-3,2,0,0.0,mobile,XT1635-01 Build/NDNS26.118-23-12-3
mobile-XT1635-02,1,0,0.0,mobile,XT1635-02
mobile-XT1635-02 Build/NPN26.118-22-2,24,5,0.208333,mobile,XT1635-02 Build/NPN26.118-22-2
mobile-XT1650,5,1,0.2,mobile,XT1650
mobile-XT1650 Build/NCLS26.118-23-13-3,5,0,0.0,mobile,XT1650 Build/NCLS26.118-23-13-3
mobile-XT1650 Build/NCLS26.118-23-13-6-5,3,0,0.0,mobile,XT1650 Build/NCLS26.118-23-13-6-5
mobile-XT1650 Build/NPLS26.118-20-5-11,2,1,0.5,mobile,XT1650 Build/NPLS26.118-20-5-11
mobile-XT1650 Build/NPLS26.118-20-5-3,2,0,0.0,mobile,XT1650 Build/NPLS26.118-20-5-3
mobile-XT1710-02 Build/NDSS26.118-23-15,1,0,0.0,mobile,XT1710-02 Build/NDSS26.118-23-15
mobile-XT1710-02 Build/NDSS26.118-23-19-6,3,0,0.0,mobile,XT1710-02 Build/NDSS26.118-23-19-6
mobile-XT890 Build/9.8.2I-50_SML-25,1,1,1.0,mobile,XT890 Build/9.8.2I-50_SML-25
mobile-Y635-L03 Build/HuaweiY635-L03,6,1,0.166667,mobile,Y635-L03 Build/HuaweiY635-L03
mobile-YOGA,1,0,0.0,mobile,YOGA
mobile-Z798BL Build/MMB29M,2,2,1.0,mobile,Z798BL Build/MMB29M
mobile-Z799VL,1,0,0.0,mobile,Z799VL
mobile-Z832 Build/MMB29M,1,1,1.0,mobile,Z832 Build/MMB29M
mobile-Z833,1,0,0.0,mobile,Z833
mobile-Z835 Build/NMF26V,3,3,1.0,mobile,Z835 Build/NMF26V
mobile-Z837VL,1,1,1.0,mobile,Z837VL
mobile-Z9 PLUS Build/NRD90M,1,0,0.0,mobile,Z9 PLUS Build/NRD90M
mobile-Z956 Build/MMB29M,1,0,0.0,mobile,Z956 Build/MMB29M
mobile-Z959 Build/LMY47V,1,0,0.0,mobile,Z959 Build/LMY47V
mobile-Z965 Build/NMF26V,1,1,1.0,mobile,Z965 Build/NMF26V
mobile-Z971,1,0,0.0,mobile,Z971
mobile-Z981 Build/MMB29M,7,2,0.285714,mobile,Z981 Build/MMB29M
mobile-Z982 Build/NMF26V,2,0,0.0,mobile,Z982 Build/NMF26V
mobile-Z983 Build/NMF26F,3,0,0.0,mobile,Z983 Build/NMF26F
mobile-ZA409,1,0,0.0,mobile,ZA409
mobile-ZTE,3,0,0.0,mobile,ZTE
mobile-ZTE A2017U Build/NRD90M,2,0,0.0,mobile,ZTE A2017U Build/NRD90M
mobile-ZTE BLADE A512 Build/MMB29M,2,0,0.0,mobile,ZTE BLADE A512 Build/MMB29M
mobile-ZTE Blade A511 Build/MRA58K,2,2,1.0,mobile,ZTE Blade A511 Build/MRA58K
mobile-ZTE Blade L5 Build/LMY47I,3,0,0.0,mobile,ZTE Blade L5 Build/LMY47I
mobile-ZTE-Z835,2,2,1.0,mobile,ZTE-Z835
mobile-en-gb,2,1,0.5,mobile,en-gb
mobile-en-us,1,0,0.0,mobile,en-us
mobile-es-mx,2,1,0.5,mobile,es-mx
mobile-es-us,11,0,0.0,mobile,es-us
mobile-gxq6580_weg_l Build/LMY47I,3,0,0.0,mobile,gxq6580_weg_l Build/LMY47I
mobile-hi6210sft Build/MRA58K,35,34,0.971429,mobile,hi6210sft Build/MRA58K
mobile-iOS Device,3840,255,0.066406,mobile,iOS Device
mobile-iris 820 Build/MRA58K,1,0,0.0,mobile,iris 820 Build/MRA58K
mobile-iris 870 Build/MRA58K,2,0,0.0,mobile,iris 870 Build/MRA58K
mobile-m3,1,0,0.0,mobile,m3
mobile-moto,3,0,0.0,mobile,moto
mobile-moto g(6) play Build/OPP27.61-14-4,1,0,0.0,mobile,moto g(6) play Build/OPP27.61-14-4
mobile-moto x4 Build/NPW26.83-18-2-0-4,2,0,0.0,mobile,moto x4 Build/NPW26.83-18-2-0-4
mobile-moto x4 Build/NPW26.83-42,3,0,0.0,mobile,moto x4 Build/NPW26.83-42
mobile-moto x4 Build/OPW27.57-40,2,0,0.0,mobile,moto x4 Build/OPW27.57-40
mobile-moto x4 Build/OPWS27.57-40-14,1,0,0.0,mobile,moto x4 Build/OPWS27.57-40-14
mobile-moto x4 Build/OPWS27.57-40-6,10,6,0.6,mobile,moto x4 Build/OPWS27.57-40-6
mobile-orbis,1,0,0.0,mobile,orbis
mobile-rv:56.0,1,0,0.0,mobile,rv:56.0
mobile-rv:57.0,16,0,0.0,mobile,rv:57.0
mobile-rv:58.0,9,4,0.444444,mobile,rv:58.0
mobile-rv:59.0,19,9,0.473684,mobile,rv:59.0
mobile-rv:60.0,4,2,0.5,mobile,rv:60.0
mobile-rv:61.0,1,0,0.0,mobile,rv:61.0
mobile-verykoolS5524,1,0,0.0,mobile,verykoolS5524
mobile-verykoolS5525,1,0,0.0,mobile,verykoolS5525
mobile-verykoolS5530 Build/LMY47I,1,0,0.0,mobile,verykoolS5530 Build/LMY47I
mobile-verykools5034,1,0,0.0,mobile,verykools5034
