card_id,total_txn,fraud_txn,fraud_rate,avg_amount,card4,card6
7663-555.0-150.0,33,0,0.0,185.1,mastercard,credit
7663-NA-NA,1,0,0.0,59.0,,
7664-490.0-150.0,2788,127,0.045552,123.86,visa,debit
7664-NA-NA,4,0,0.0,115.97,,
7667-302.0-150.0,1,0,0.0,56.5,visa,debit
7669-455.0-150.0,351,10,0.02849,90.84,mastercard,debit
7669-NA-NA,1,0,0.0,31.95,,
7670-215.0-150.0,18,1,0.055556,383.93,visa,credit
7671-399.0-150.0,9,0,0.0,150.0,american express,credit
7672-321.0-150.0,2,0,0.0,44.46,visa,debit
7673-561.0-150.0,13,0,0.0,114.82,visa,debit
7674-567.0-150.0,1,0,0.0,19.95,mastercard,debit
7675-555.0-150.0,25,0,0.0,253.94,visa,debit
7676-512.0-150.0,2034,13,0.006391,139.7,visa,debit
7676-NA-NA,4,0,0.0,249.52,,
7678-123.0-144.0,1,0,0.0,100.0,mastercard,credit
7680-360.0-150.0,433,0,0.0,115.88,mastercard,debit
7682-555.0-150.0,2,0,0.0,124.0,visa,debit
7684-174.0-150.0,2,0,0.0,54.5,visa,debit
7686-308.0-150.0,5,0,0.0,75.7,visa,debit
7687-555.0-150.0,1,0,0.0,150.0,visa,debit
7689-555.0-150.0,20,0,0.0,76.81,visa,debit
7689-NA-NA,1,0,0.0,107.95,,
7690-122.0-150.0,56,2,0.035714,118.07,mastercard,debit
7691-596.0-150.0,10,0,0.0,55.05,mastercard,debit
7693-554.0-150.0,5,0,0.0,136.3,visa,credit
7695-555.0-150.0,3,0,0.0,78.33,visa,debit
7697-543.0-150.0,2,0,0.0,43.0,mastercard,debit
7698-545.0-185.0,70,1,0.014286,49.32,visa,credit
7699-555.0-150.0,8,0,0.0,29.88,visa,debit
7700-555.0-150.0,1,0,0.0,904.95,visa,debit
7701-111.0-150.0,2,0,0.0,816.44,mastercard,credit
7702-555.0-150.0,7,0,0.0,193.0,visa,credit
7703-360.0-150.0,130,0,0.0,57.66,mastercard,debit
7704-543.0-150.0,20,0,0.0,131.01,mastercard,debit
7706-111.0-150.0,5,0,0.0,203.9,mastercard,debit
7707-555.0-185.0,1,0,0.0,134.56,visa,credit
7708-555.0-150.0,6,0,0.0,154.14,visa,debit
7709-399.0-150.0,57,2,0.035088,223.51,american express,credit
7710-436.0-150.0,35,0,0.0,186.11,visa,debit
7711-NA-102.0,1,0,0.0,107.95,visa,credit
7712-555.0-188.0,1,0,0.0,38.01,mastercard,credit
7713-555.0-150.0,8,0,0.0,97.74,visa,debit
7714-555.0-202.0,1,0,0.0,20.75,visa,debit
7716-555.0-150.0,11,0,0.0,83.92,visa,debit
7717-555.0-150.0,5,0,0.0,128.97,mastercard,credit
7718-399.0-150.0,2,0,0.0,75.0,american express,credit
7719-399.0-150.0,2,0,0.0,45.0,american express,credit
7720-514.0-150.0,37,5,0.135135,310.58,mastercard,debit
7721-555.0-150.0,6,0,0.0,76.4,visa,debit
7722-555.0-150.0,1,0,0.0,92.0,visa,credit
7723-520.0-150.0,11,0,0.0,125.0,american express,credit
7725-555.0-205.0,2,0,0.0,32.9,visa,credit
7726-555.0-150.0,7,0,0.0,47.99,visa,debit
7727-NA-182.0,1,0,0.0,47.25,visa,credit
7728-225.0-150.0,24,0,0.0,76.85,mastercard,debit
7729-560.0-150.0,1,0,0.0,42.95,visa,debit
7730-499.0-150.0,18,0,0.0,62.29,mastercard,debit
7731-555.0-150.0,6,0,0.0,52.47,visa,debit
7732-555.0-150.0,2,0,0.0,250.0,visa,debit
7733-593.0-150.0,1,0,0.0,171.0,visa,debit
7734-553.0-150.0,1,1,1.0,450.0,visa,credit
7735-111.0-150.0,5,0,0.0,429.24,visa,credit
7736-310.0-150.0,1,0,0.0,75.0,mastercard,debit
7738-543.0-150.0,6,0,0.0,56.17,mastercard,debit
7741-555.0-150.0,1,0,0.0,100.0,visa,credit
7742-555.0-133.0,2,0,0.0,34.37,mastercard,debit
7744-417.0-150.0,154,26,0.168831,142.51,visa,debit
7744-NA-NA,1,0,0.0,226.0,,
7745-555.0-150.0,4,0,0.0,300.49,visa,debit
7746-555.0-188.0,5,0,0.0,23.9,mastercard,credit
7747-583.0-150.0,1,0,0.0,35.0,visa,credit
7748-399.0-150.0,4,0,0.0,168.75,american express,credit
7749-555.0-150.0,7,0,0.0,161.85,mastercard,debit
7750-555.0-134.0,1,0,0.0,30.0,visa,credit
7751-321.0-150.0,14,2,0.142857,228.94,visa,debit
7752-404.0-150.0,1,0,0.0,171.0,mastercard,credit
7753-555.0-150.0,11,0,0.0,107.03,visa,debit
7754-543.0-150.0,1,0,0.0,43.97,mastercard,debit
7756-555.0-150.0,21,0,0.0,99.18,visa,debit
7757-514.0-150.0,49,7,0.142857,77.45,mastercard,credit
7758-555.0-150.0,4,0,0.0,15.0,visa,credit
7761-555.0-150.0,2,0,0.0,58.0,visa,debit
7762-310.0-150.0,31,0,0.0,202.04,mastercard,debit
7763-543.0-150.0,1,0,0.0,108.5,mastercard,debit
7764-361.0-150.0,4,0,0.0,287.5,visa,credit
7765-555.0-150.0,6,0,0.0,60.71,visa,debit
7766-225.0-150.0,1,0,0.0,75.0,mastercard,debit
7767-555.0-144.0,1,0,0.0,15.31,mastercard,credit
7768-225.0-150.0,9,0,0.0,232.2,mastercard,debit
7769-NA-150.0,19,0,0.0,403.53,visa,credit
7770-225.0-150.0,2,0,0.0,75.5,mastercard,debit
7772-555.0-197.0,1,0,0.0,15.65,visa,credit
7773-321.0-150.0,1,0,0.0,317.5,visa,debit
7774-555.0-150.0,2,0,0.0,137.5,visa,debit
7776-555.0-150.0,3,0,0.0,71.28,visa,debit
7777-321.0-150.0,3,0,0.0,326.65,visa,debit
7779-555.0-217.0,3,0,0.0,233.98,visa,credit
7781-555.0-150.0,2,2,1.0,294.45,visa,credit
7782-185.0-150.0,11,0,0.0,174.87,visa,credit
7783-225.0-150.0,1,0,0.0,1407.95,mastercard,debit
7784-555.0-129.0,1,0,0.0,59.0,mastercard,credit
7785-555.0-100.0,5,0,0.0,68.41,mastercard,credit
7786-399.0-150.0,10,0,0.0,124.8,american express,credit
7787-111.0-150.0,32,0,0.0,148.72,mastercard,debit
7788-399.0-150.0,4,0,0.0,231.25,american express,credit
7790-111.0-150.0,5,0,0.0,108.0,mastercard,credit
7791-517.0-150.0,3,0,0.0,112.67,mastercard,debit
7792-555.0-150.0,3,0,0.0,114.38,visa,debit
7793-555.0-150.0,5,0,0.0,255.06,visa,debit
7794-266.0-185.0,139,24,0.172662,44.25,mastercard,credit
7795-369.0-150.0,4,0,0.0,164.99,mastercard,debit
7797-543.0-150.0,12,0,0.0,226.91,mastercard,debit
7798-480.0-150.0,1,0,0.0,57.95,mastercard,debit
7798-512.0-150.0,1,0,0.0,23.24,mastercard,debit
7799-225.0-150.0,4,0,0.0,178.0,mastercard,debit
7800-268.0-150.0,331,11,0.033233,72.49,visa,debit
7800-NA-NA,2,0,0.0,125.47,,
7801-543.0-150.0,1,0,0.0,209.95,mastercard,debit
7802-NA-150.0,1,0,0.0,25.0,mastercard,debit
7806-555.0-150.0,29,0,0.0,237.84,visa,debit
7807-555.0-146.0,14,0,0.0,40.93,mastercard,credit
7808-554.0-150.0,2,0,0.0,624.99,visa,debit
7809-399.0-150.0,1,0,0.0,300.0,american express,credit
7810-555.0-150.0,6,0,0.0,65.81,visa,debit
7811-555.0-188.0,6,1,0.166667,100.79,visa,credit
7812-555.0-121.0,1,0,0.0,16.56,visa,credit
7813-554.0-150.0,1,0,0.0,50.0,visa,credit
7814-555.0-210.0,7,0,0.0,65.05,mastercard,debit
7815-161.0-150.0,2404,41,0.017055,112.36,mastercard,debit
7815-NA-NA,7,0,0.0,110.68,,
7816-NA-150.0,2,0,0.0,54.47,visa,debit
7817-543.0-150.0,8,0,0.0,258.21,mastercard,debit
7818-555.0-188.0,1,0,0.0,70.7,visa,credit
7819-555.0-150.0,14,0,0.0,97.57,visa,debit
7820-554.0-150.0,2,0,0.0,28.45,visa,debit
7821-555.0-189.0,1,0,0.0,200.0,visa,credit
7822-481.0-150.0,4,0,0.0,144.0,visa,credit
7824-555.0-150.0,2,0,0.0,69.75,visa,debit
7825-555.0-150.0,1,0,0.0,209.95,visa,debit
7826-481.0-150.0,3002,77,0.02565,122.7,mastercard,debit
7826-NA-NA,4,0,0.0,172.61,,
7827-108.0-150.0,1,1,1.0,285.0,mastercard,debit
7829-321.0-150.0,5,0,0.0,149.18,visa,debit
7832-555.0-210.0,1,0,0.0,24.41,visa,credit
7833-555.0-210.0,1,0,0.0,118.93,visa,credit
7834-555.0-150.0,26,0,0.0,157.48,visa,debit
7835-361.0-150.0,545,3,0.005505,161.12,visa,debit
7837-272.0-150.0,2,0,0.0,278.49,mastercard,credit
7839-302.0-150.0,2,0,0.0,37.5,visa,debit
7841-555.0-150.0,20,0,0.0,118.34,visa,debit
7842-555.0-150.0,1,0,0.0,200.0,visa,credit
7844-399.0-150.0,2,0,0.0,237.5,american express,credit
7847-361.0-150.0,2,0,0.0,58.47,visa,debit
7849-420.0-150.0,1,0,0.0,117.0,mastercard,credit
7851-555.0-150.0,40,0,0.0,230.98,visa,debit
7853-555.0-119.0,1,0,0.0,15.92,mastercard,credit
7854-225.0-150.0,7,0,0.0,89.26,mastercard,debit
7856-555.0-150.0,15,0,0.0,73.19,visa,debit
7857-555.0-150.0,5,0,0.0,68.2,visa,credit
7858-321.0-150.0,25,0,0.0,52.36,visa,debit
7859-302.0-150.0,4,0,0.0,143.25,visa,debit
7860-555.0-102.0,1,0,0.0,24.43,visa,credit
7861-494.0-150.0,2765,56,0.020253,149.67,visa,credit
7861-NA-NA,9,0,0.0,225.3,,
7862-239.0-150.0,46,0,0.0,81.73,mastercard,debit
7865-399.0-150.0,19,1,0.052632,161.84,american express,credit
7866-NA-150.0,1,0,0.0,59.0,visa,debit
7867-555.0-150.0,1,0,0.0,75.0,visa,credit
7868-555.0-150.0,19,0,0.0,414.65,visa,debit
7869-415.0-185.0,1,0,0.0,15.71,mastercard,credit
7870-275.0-150.0,10,0,0.0,103.74,mastercard,debit
7871-321.0-150.0,17,0,0.0,99.05,visa,debit
7872-399.0-150.0,3,0,0.0,150.0,american express,credit
7873-555.0-150.0,1,0,0.0,77.0,visa,debit
7874-225.0-150.0,4,0,0.0,444.75,mastercard,debit
7875-314.0-150.0,54,0,0.0,167.26,mastercard,debit
7875-NA-NA,1,0,0.0,107.95,,
7876-399.0-150.0,6,0,0.0,162.5,american express,credit
7877-361.0-150.0,17,1,0.058824,619.31,visa,credit
7879-555.0-150.0,1,0,0.0,54.5,visa,debit
7880-369.0-150.0,1,0,0.0,50.0,mastercard,debit
7881-480.0-150.0,1,0,0.0,117.0,mastercard,debit
7882-390.0-150.0,2,0,0.0,205.24,mastercard,debit
7883-555.0-150.0,4,0,0.0,358.53,mastercard,debit
7884-379.0-102.0,1,0,0.0,25.86,visa,credit
7885-555.0-188.0,1,0,0.0,60.24,mastercard,credit
7886-409.0-150.0,5,0,0.0,1387.19,visa,debit
7887-555.0-150.0,1,0,0.0,360.0,visa,debit
7888-555.0-150.0,1,0,0.0,44.0,visa,debit
7889-555.0-188.0,4,1,0.25,44.35,visa,credit
7890-555.0-150.0,2,0,0.0,67.5,visa,credit
7892-583.0-150.0,16,0,0.0,119.26,visa,credit
7893-555.0-150.0,5,0,0.0,218.4,visa,debit
7894-360.0-150.0,66,0,0.0,85.66,visa,debit
7896-310.0-150.0,1,0,0.0,47.95,mastercard,debit
7898-NA-150.0,9,0,0.0,146.17,visa,debit
7898-NA-NA,1,0,0.0,159.95,,
7899-481.0-150.0,7,0,0.0,200.0,mastercard,credit
7900-345.0-150.0,279,6,0.021505,98.18,mastercard,debit
7900-NA-NA,2,0,0.0,52.95,,
7901-555.0-150.0,41,1,0.02439,151.79,visa,debit
7903-399.0-150.0,27,0,0.0,132.96,american express,credit
7904-555.0-150.0,1,0,0.0,117.0,visa,debit
7905-369.0-150.0,1,0,0.0,117.0,mastercard,debit
7907-555.0-150.0,11,0,0.0,328.13,visa,debit
7909-399.0-150.0,1,0,0.0,150.0,american express,credit
7910-555.0-198.0,1,0,0.0,5.92,visa,credit
7911-443.0-150.0,10,0,0.0,82.75,mastercard,debit
7911-586.0-150.0,49,0,0.0,164.87,mastercard,credit
7913-555.0-150.0,4,1,0.25,106.25,mastercard,credit
7914-555.0-150.0,1,0,0.0,117.0,visa,credit
7917-398.0-150.0,11,4,0.363636,154.36,mastercard,credit
7917-NA-NA,1,0,0.0,39.0,,
7918-555.0-150.0,6,0,0.0,75.0,visa,debit
7919-194.0-150.0,14891,112,0.007521,101.19,mastercard,debit
7919-NA-NA,41,0,0.0,106.8,,
7920-555.0-150.0,2,0,0.0,45.0,visa,debit
7921-542.0-150.0,32,3,0.09375,221.2,visa,credit
7922-555.0-150.0,4,0,0.0,42.88,visa,debit
7923-555.0-133.0,2,0,0.0,29.85,mastercard,credit
7924-555.0-150.0,1,0,0.0,50.0,visa,credit
7925-555.0-150.0,7,0,0.0,109.71,visa,debit
7927-481.0-150.0,2,0,0.0,266.98,mastercard,credit
7928-555.0-121.0,1,0,0.0,44.02,visa,credit
7930-243.0-150.0,2,0,0.0,730.5,visa,credit
7931-555.0-150.0,30,0,0.0,262.05,visa,debit
7932-302.0-150.0,2,0,0.0,111.0,visa,debit
7933-174.0-150.0,2,0,0.0,1058.38,visa,credit
7934-555.0-119.0,4,1,0.25,191.51,visa,credit
7935-399.0-150.0,3,0,0.0,183.33,american express,credit
7936-383.0-150.0,1,0,0.0,200.0,visa,debit
7938-381.0-150.0,31,1,0.032258,178.48,visa,debit
7939-555.0-150.0,2,0,0.0,73.0,visa,debit
7940-300.0-150.0,6,0,0.0,122.83,visa,credit
7941-310.0-150.0,18,0,0.0,89.96,mastercard,debit
7942-580.0-106.0,3,0,0.0,48.62,visa,debit
7943-555.0-119.0,1,0,0.0,50.0,visa,debit
7944-399.0-150.0,2,0,0.0,37.5,american express,credit
7945-360.0-150.0,38,1,0.026316,96.09,visa,debit
7947-555.0-150.0,1,0,0.0,34.0,visa,debit
7948-554.0-150.0,8,0,0.0,132.0,visa,debit
7949-142.0-185.0,206,31,0.150485,36.99,visa,credit
7950-543.0-150.0,39,1,0.025641,124.03,mastercard,debit
7951-555.0-150.0,33,0,0.0,39.89,visa,credit
7952-555.0-150.0,7,3,0.428571,459.04,mastercard,credit
7954-555.0-150.0,2,0,0.0,25.0,visa,debit
7955-NA-150.0,2,0,0.0,75.0,visa,credit
7956-555.0-150.0,6,0,0.0,177.15,visa,debit
7958-555.0-150.0,4,0,0.0,46.5,visa,debit
7959-555.0-150.0,7,0,0.0,330.4,visa,credit
7960-555.0-150.0,11,0,0.0,84.52,visa,debit
7961-345.0-150.0,7,0,0.0,139.38,visa,credit
7963-225.0-150.0,37,1,0.027027,118.16,mastercard,debit
7964-555.0-150.0,1,0,0.0,57.95,visa,debit
7966-555.0-150.0,6,0,0.0,69.05,visa,debit
7967-277.0-144.0,1,0,0.0,150.0,visa,credit
7968-554.0-150.0,2,0,0.0,37.5,visa,credit
7969-555.0-150.0,60,0,0.0,170.79,visa,debit
7969-NA-NA,2,0,0.0,157.95,,
7970-490.0-150.0,177,12,0.067797,222.25,visa,debit
7971-215.0-150.0,61,0,0.0,112.19,visa,debit
7972-238.0-185.0,6,0,0.0,31.48,visa,credit
7974-555.0-150.0,8,0,0.0,56.43,visa,debit
7975-216.0-150.0,2,0,0.0,140.5,visa,credit
7978-562.0-150.0,69,1,0.014493,151.73,mastercard,credit
7979-555.0-197.0,3,0,0.0,126.53,visa,credit
7980-313.0-150.0,4,0,0.0,111.74,visa,debit
7981-543.0-150.0,8,0,0.0,115.85,mastercard,debit
7982-555.0-159.0,1,0,0.0,17.16,visa,debit
7983-321.0-150.0,5,0,0.0,41.97,visa,debit
7984-555.0-150.0,24,0,0.0,123.58,mastercard,credit
7985-175.0-150.0,1,0,0.0,97.0,visa,debit
7986-529.0-150.0,2,0,0.0,417.0,visa,debit
7987-532.0-150.0,133,1,0.007519,195.35,mastercard,debit
7987-NA-NA,1,0,0.0,57.95,,
7989-399.0-150.0,4,0,0.0,100.0,american express,credit
7990-555.0-150.0,12,0,0.0,164.67,visa,debit
7992-399.0-150.0,1,0,0.0,250.0,american express,credit
7993-555.0-150.0,1,0,0.0,150.0,visa,credit
7994-555.0-150.0,30,0,0.0,93.6,visa,debit
7996-369.0-150.0,1,0,0.0,160.5,mastercard,debit
7997-420.0-150.0,1,0,0.0,59.0,mastercard,debit
7998-555.0-150.0,26,0,0.0,137.82,visa,debit
7999-140.0-150.0,79,1,0.012658,150.46,visa,debit
8002-560.0-150.0,36,0,0.0,126.36,visa,credit
8003-584.0-150.0,60,0,0.0,133.09,mastercard,debit
8004-555.0-144.0,1,0,0.0,8.51,mastercard,debit
8006-555.0-150.0,1,1,1.0,250.0,visa,debit
8007-555.0-150.0,13,0,0.0,91.58,visa,debit
8008-555.0-150.0,1,0,0.0,554.0,visa,credit
8009-111.0-150.0,102,0,0.0,210.11,visa,credit
8010-543.0-150.0,3,0,0.0,295.0,mastercard,debit
8011-321.0-150.0,4,0,0.0,37.7,visa,debit
8013-310.0-150.0,1,0,0.0,107.95,mastercard,debit
8014-399.0-150.0,1,0,0.0,25.0,american express,credit
8016-555.0-182.0,3,0,0.0,20.95,visa,debit
8017-555.0-150.0,2,0,0.0,426.45,visa,credit
8018-555.0-150.0,3,0,0.0,94.67,visa,debit
8019-425.0-150.0,47,0,0.0,59.88,mastercard,debit
8020-555.0-106.0,15,0,0.0,37.49,visa,debit
8023-555.0-214.0,1,0,0.0,198.18,visa,credit
8024-321.0-150.0,97,0,0.0,86.49,visa,debit
8025-555.0-150.0,1,1,1.0,77.96,visa,debit
8026-399.0-150.0,3,0,0.0,116.67,american express,credit
8027-555.0-150.0,4,0,0.0,112.0,visa,debit
8028-555.0-146.0,4,0,0.0,30.49,visa,credit
8029-555.0-150.0,1,0,0.0,200.95,visa,debit
8030-520.0-150.0,6,0,0.0,158.33,american express,credit
8031-208.0-150.0,11,0,0.0,207.06,mastercard,credit
8032-555.0-150.0,6,0,0.0,176.73,visa,debit
8033-383.0-150.0,24,0,0.0,78.76,visa,debit
8034-555.0-150.0,6,0,0.0,167.67,visa,debit
8035-587.0-150.0,7,0,0.0,107.95,visa,credit
8036-555.0-168.0,1,1,1.0,300.0,visa,credit
8037-555.0-150.0,23,0,0.0,105.27,visa,debit
8039-555.0-150.0,6,0,0.0,101.32,visa,debit
8041-555.0-150.0,1,0,0.0,59.0,visa,debit
8042-420.0-150.0,2,0,0.0,100.0,mastercard,debit
8043-555.0-188.0,2,0,0.0,14.81,visa,credit
8044-555.0-144.0,2,0,0.0,250.0,american express,credit
8045-555.0-150.0,1,0,0.0,50.0,visa,credit
8046-480.0-150.0,1,0,0.0,117.0,mastercard,debit
8046-512.0-150.0,2,0,0.0,362.5,mastercard,debit
8047-555.0-119.0,8,0,0.0,39.49,visa,credit
8048-NA-150.0,4,0,0.0,714.34,visa,debit
8049-555.0-150.0,17,0,0.0,101.7,visa,debit
8050-555.0-150.0,1,0,0.0,141.0,visa,debit
8051-NA-144.0,1,0,0.0,63.4,visa,credit
8053-555.0-150.0,7,0,0.0,65.78,visa,debit
8054-555.0-150.0,1,0,0.0,57.95,visa,credit
8055-399.0-150.0,3,0,0.0,183.33,american express,credit
8056-555.0-150.0,1,0,0.0,464.7,visa,credit
8057-555.0-150.0,11,0,0.0,172.45,visa,debit
8058-174.0-150.0,195,4,0.020513,179.98,visa,debit
8059-512.0-150.0,2,0,0.0,87.0,mastercard,debit
8060-555.0-106.0,19,0,0.0,38.14,visa,debit
8061-555.0-150.0,1,0,0.0,150.0,visa,debit
8062-543.0-150.0,5,0,0.0,565.8,mastercard,debit
8064-369.0-150.0,5,0,0.0,94.7,mastercard,debit
8065-555.0-150.0,5,1,0.2,61.0,visa,debit
8067-399.0-150.0,10,0,0.0,177.5,american express,credit
8069-111.0-150.0,5,0,0.0,50.77,mastercard,debit
8070-555.0-150.0,1,0,0.0,25.0,visa,debit
8071-555.0-150.0,7,0,0.0,61.24,visa,credit
8072-555.0-150.0,2,0,0.0,44.0,visa,debit
8073-532.0-150.0,9,0,0.0,63.24,mastercard,debit
8074-555.0-150.0,1,0,0.0,50.0,visa,debit
8075-399.0-150.0,21,1,0.047619,209.52,american express,credit
8076-555.0-166.0,7,0,0.0,24.03,visa,debit
8077-111.0-150.0,52,0,0.0,83.96,mastercard,debit
8077-NA-NA,1,0,0.0,107.95,,
8080-390.0-150.0,7,0,0.0,123.74,mastercard,debit
8082-346.0-150.0,2,0,0.0,104.25,mastercard,credit
8083-399.0-150.0,12,0,0.0,110.42,american express,credit
8086-592.0-150.0,11,1,0.090909,221.82,visa,credit
8087-555.0-185.0,3,1,0.333333,46.04,mastercard,debit
8088-316.0-150.0,63,0,0.0,112.21,visa,debit
8089-NA-150.0,12,0,0.0,153.75,visa,debit
8090-543.0-150.0,5,0,0.0,182.6,mastercard,debit
8091-569.0-117.0,2,0,0.0,27.49,visa,debit
8092-143.0-150.0,2,0,0.0,198.0,visa,debit
8093-366.0-162.0,5,0,0.0,170.7,visa,credit
8094-555.0-150.0,1,0,0.0,25.95,visa,debit
8095-251.0-150.0,1,0,0.0,201.95,visa,credit
8095-NA-150.0,1,0,0.0,9.68,visa,credit
8096-480.0-150.0,1,0,0.0,117.0,mastercard,debit
8096-512.0-150.0,9,0,0.0,119.66,mastercard,debit
8097-405.0-185.0,17,1,0.058824,49.82,visa,debit
8098-562.0-150.0,1,1,1.0,150.0,mastercard,credit
8099-399.0-150.0,5,0,0.0,195.0,american express,credit
8101-369.0-150.0,13,0,0.0,145.92,mastercard,debit
8102-399.0-150.0,8,0,0.0,120.0,american express,credit
8103-543.0-150.0,20,0,0.0,194.76,mastercard,debit
8104-399.0-150.0,12,0,0.0,156.25,american express,credit
8106-555.0-150.0,58,0,0.0,100.03,visa,debit
8108-555.0-210.0,1,0,0.0,12.05,mastercard,debit
8109-410.0-150.0,135,3,0.022222,155.58,visa,debit
8110-555.0-150.0,4,0,0.0,2241.95,visa,debit
8112-385.0-150.0,10,0,0.0,114.99,visa,debit
8113-160.0-150.0,231,21,0.090909,116.39,visa,debit
8113-NA-NA,1,0,0.0,57.95,,
8114-399.0-150.0,1,0,0.0,30.0,american express,credit
8117-490.0-150.0,682,16,0.02346,153.78,visa,debit
8118-390.0-150.0,21,0,0.0,498.24,mastercard,debit
8119-555.0-150.0,8,0,0.0,51.0,visa,debit
8120-480.0-150.0,1,0,0.0,134.95,mastercard,debit
8120-512.0-150.0,5,0,0.0,64.77,mastercard,debit
8121-555.0-185.0,5,1,0.2,16.17,visa,debit
8122-111.0-150.0,13,0,0.0,252.73,mastercard,credit
8124-127.0-150.0,2,0,0.0,47.95,mastercard,debit
8125-555.0-150.0,1,0,0.0,108.5,visa,debit
8126-555.0-119.0,2,0,0.0,251.66,visa,credit
8128-480.0-150.0,3,0,0.0,172.0,mastercard,debit
8128-512.0-150.0,6,0,0.0,661.92,mastercard,debit
8129-390.0-150.0,20,1,0.05,81.97,mastercard,debit
8131-583.0-150.0,77,1,0.012987,112.85,mastercard,credit
8132-111.0-150.0,6,0,0.0,80.5,visa,debit
8133-555.0-150.0,4,0,0.0,163.5,visa,debit
8134-555.0-150.0,1,0,0.0,172.95,visa,debit
8135-247.0-150.0,904,28,0.030973,160.92,visa,credit
8136-555.0-150.0,31,0,0.0,47.89,visa,debit
8137-225.0-150.0,1,0,0.0,114.01,mastercard,debit
8139-327.0-150.0,87,8,0.091954,286.13,discover,credit
8139-NA-150.0,34,1,0.029412,253.15,discover,credit
8139-NA-NA,2,0,0.0,393.81,,
8140-453.0-150.0,314,18,0.057325,198.13,visa,debit
8141-555.0-150.0,2,0,0.0,64.97,visa,debit
8142-520.0-150.0,1,0,0.0,150.0,american express,credit
8143-429.0-150.0,5,0,0.0,60.2,visa,debit
8144-321.0-150.0,1,0,0.0,100.0,visa,debit
8145-310.0-150.0,2,0,0.0,217.25,mastercard,debit
8145-NA-NA,1,0,0.0,335.0,,
8146-555.0-150.0,4,0,0.0,82.6,visa,debit
8148-206.0-150.0,29,0,0.0,95.75,mastercard,debit
8148-NA-NA,1,0,0.0,226.0,,
8151-NA-150.0,1,0,0.0,47.95,visa,debit
8152-481.0-150.0,4,0,0.0,88.0,visa,credit
8153-390.0-150.0,12,0,0.0,126.37,mastercard,debit
8153-NA-NA,1,0,0.0,59.0,,
8155-555.0-150.0,2,0,0.0,87.5,visa,credit
8156-399.0-150.0,5,0,0.0,120.0,american express,credit
8158-256.0-150.0,3,0,0.0,172.97,visa,credit
8159-552.0-150.0,68,0,0.0,97.02,visa,debit
8160-346.0-150.0,7,0,0.0,143.25,mastercard,debit
8161-396.0-150.0,9,0,0.0,33.33,mastercard,debit
8162-535.0-150.0,3,0,0.0,62.33,visa,debit
8163-555.0-150.0,1,0,0.0,59.0,visa,debit
8164-583.0-150.0,3,0,0.0,213.63,visa,credit
8165-543.0-150.0,28,0,0.0,110.63,mastercard,debit
8166-490.0-150.0,1,0,0.0,15.0,visa,debit
8167-555.0-150.0,5,0,0.0,113.8,visa,debit
8168-480.0-150.0,1,0,0.0,47.95,mastercard,debit
8169-555.0-150.0,2,0,0.0,81.5,visa,debit
8170-181.0-150.0,2,1,0.5,150.0,visa,credit
8172-399.0-150.0,13,0,0.0,182.69,american express,credit
8174-517.0-150.0,14,0,0.0,49.71,mastercard,debit
8175-225.0-150.0,23,0,0.0,213.94,mastercard,credit
8176-198.0-150.0,4,0,0.0,222.75,visa,debit
8177-225.0-150.0,26,0,0.0,103.9,mastercard,debit
8178-225.0-150.0,1,0,0.0,30.0,mastercard,debit
8179-399.0-150.0,8,0,0.0,318.75,american express,credit
8181-555.0-150.0,1,0,0.0,59.0,visa,debit
8182-555.0-150.0,29,0,0.0,75.78,visa,debit
8185-555.0-134.0,1,1,1.0,300.0,,credit
8187-NA-150.0,222,19,0.085586,108.33,visa,debit
8190-555.0-150.0,29,0,0.0,90.92,visa,debit
8191-555.0-150.0,1,0,0.0,226.0,visa,credit
8192-543.0-150.0,1,0,0.0,44.5,mastercard,debit
8193-111.0-150.0,1,0,0.0,50.0,mastercard,credit
8194-325.0-150.0,6,0,0.0,511.07,visa,debit
8195-225.0-150.0,11,0,0.0,200.11,mastercard,debit
8197-532.0-150.0,4,0,0.0,291.25,mastercard,credit
8198-550.0-150.0,28,0,0.0,111.92,visa,debit
8199-420.0-150.0,35,0,0.0,84.03,mastercard,debit
8200-543.0-150.0,5,0,0.0,132.6,mastercard,debit
8201-NA-150.0,5,0,0.0,84.96,visa,debit
8202-310.0-150.0,11,0,0.0,1209.66,mastercard,debit
8203-111.0-150.0,2,0,0.0,25.0,visa,debit
8205-555.0-150.0,1,0,0.0,117.0,visa,debit
8206-555.0-150.0,4,0,0.0,255.98,visa,credit
8212-555.0-150.0,1,0,0.0,470.0,visa,debit
8213-225.0-150.0,16,0,0.0,46.18,mastercard,debit
8214-555.0-212.0,1,0,0.0,29.36,visa,credit
8216-390.0-150.0,3,0,0.0,112.62,mastercard,debit
8217-555.0-162.0,5,0,0.0,45.7,mastercard,credit
8218-555.0-150.0,78,0,0.0,107.51,mastercard,debit
8220-555.0-185.0,1,0,0.0,33.94,mastercard,credit
8221-543.0-150.0,4,0,0.0,32.5,mastercard,debit
8222-476.0-150.0,47,0,0.0,122.0,visa,debit
8223-225.0-150.0,35,1,0.028571,371.96,mastercard,credit
8224-555.0-150.0,4,0,0.0,110.0,visa,debit
8225-543.0-150.0,89,6,0.067416,124.86,mastercard,debit
8226-490.0-150.0,28,2,0.071429,89.64,visa,debit
